UserID,Age,Income,EmploymentStatus,Occupation,EducationLevel,FamilySize,Location,RiskTolerance,SavingsAmount,InvestmentTypes,InvestmentAmount,DebtAmount,CreditScore,Expenses,ExpenseCategories,FinancialGoals,BudgetPlan,TransactionID,TransactionDate,TransactionAmount,TransactionType,MerchantCategory,PaymentMethod,PortfolioID,AssetClass,AssetValue,ReturnRate,Liquidity
941740,59,56530.551528352786,Retired,Learning mentor,Master,5,Thailand,Medium,13830.401391923451,Cryptocurrency,9244.13,5252.19,787,96563.67,Entertainment,Here prove oil gun middle.,South however cause.,494b1afd-c203-43db-9b79-2aa49cd88451,2023-10-17,4252.28,Credit,Healthcare,Credit Card,0d010e53-917f-49aa-aa48-1b7169aa492a,ETFs,18460.1,-0.162,0.32
600505,62,50966.88913232133,Retired,"Engineer, electronics",Master,1,Guam,Medium,9499.229617600236,ETFs,90164.17,34962.78,848,89886.39,Healthcare,Billion act against conference tree.,Thank bed scientist culture dream.,cae2c72d-b4ff-4a01-8266-f17c88c61889,2023-07-15,1725.65,Debit,Food,Cash,a1d1efd4-b827-4f22-ab88-22aab6308af8,Mutual Funds,16614.14,0.112,0.09
533645,52,38404.67374815874,Student,Dealer,PhD,6,Lebanon,Low,8981.631249115171,Cryptocurrency,34201.91,18784.3,621,47343.01,Misc,Benefit question turn project yourself.,Mind low join put technology.,18433b0f-fa18-4281-ba50-b1f758e0a2ec,2022-03-13,2461.73,Debit,Healthcare,Check,182b0f63-50c5-49b4-aeac-ecb2781b4161,Real Estate,23031.31,0.067,0.63
972368,44,46180.836871206375,Student,Insurance underwriter,Master,6,British Virgin Islands,High,8867.605540492366,Cryptocurrency,75317.61,37844.34,407,87366.21,Transportation,I certainly know sport in concern few.,Book sister main.,09d61318-c79c-431b-8b36-605f8dba87da,2022-11-01,4796.24,Transfer,Education,Cash,5944d944-e8c6-40ef-bb54-8aa1f0ea2a5e,Mutual Funds,25821.8,-0.188,0.06
223068,32,70308.54868705384,Student,"Teacher, primary school",High School,4,Bahamas,Low,11836.82753408089,Real Estate,16453.33,8104.66,533,127707.52,Healthcare,Hand major would table.,Next plant point unit heart allow line.,8cadff3f-731b-4a17-8f55-b186ec857bb7,2020-08-07,1065.14,Credit,Housing,Check,fd4f7e34-9586-4995-9f93-ce0a815710f2,Bonds,47603.08,-0.045,0.91
210295,46,69722.51908184384,Student,Toxicologist,PhD,1,Gabon,Low,5984.105246598276,ETFs,34927.63,37407.44,656,31238.41,Education,Agree herself question.,Note century fund right risk.,cb369538-20d1-4603-a13b-3b814ddfd322,2024-04-08,8367.87,Credit,Transportation,Electronic,d0cb4f3e-cc61-4f33-877e-ee7d759e07bc,ETFs,17196.65,-0.059,0.18
212724,55,48447.5315875105,Student,Learning disability nurse,High School,3,Netherlands Antilles,Low,8644.381994787156,Bonds,41910.11,8309.85,529,87519.43,Food,Think local paper light language local weight.,It tree write four campaign sometimes personal.,916dba6f-cd97-43b5-8014-84350cc68ffd,2020-06-17,2511.74,Debit,Healthcare,Electronic,acd27308-4f60-4dd7-b06b-0664848bc613,Real Estate,33609.97,0.08,0.86
153713,35,39692.33999082124,Student,Sports development officer,College,5,Gabon,High,9893.163528257819,Bonds,47549.94,21880.06,776,54340.49,Entertainment,Property head get million along oil daughter human.,Present lead science type.,110a61ac-1607-4dd9-abb1-b3ec9df5d40b,2022-06-25,4342.41,Credit,Education,Credit Card,b7e33fa5-85ce-4a21-b180-63cd2f91ec29,Mutual Funds,26614.19,-0.043,0.67
607633,69,78350.28866522603,Self-employed,"Engineer, broadcasting (operations)",Bachelor,1,Timor-Leste,Low,6263.941604260883,Mutual Funds,68883.05,48595.81,575,40782.12,Education,Raise perform her economy firm information enter day.,Nice policy its laugh beyond standard.,40550f29-8592-4d08-976c-af3fbfa6308b,2023-07-15,1106.49,Transfer,Food,Check,c15f1d68-7047-4a80-9568-e79ec052fd1b,Bonds,20531.26,-0.126,0.82
704116,18,50723.62872446356,Employed,Pharmacologist,High School,3,Monaco,High,13684.219485462167,Stocks,16068.92,1953.1,354,122799.44,Transportation,Medical figure act.,Attention alone list dark.,1f1b1241-11dc-4735-a602-34fa2a02a142,2021-12-30,5549.86,Debit,Entertainment,Cash,cae71620-e813-4a15-a64f-1f07aa34ae9d,Stocks,17061.14,-0.022,0.07
595616,66,69937.90294210691,Retired,Health and safety inspector,PhD,5,Switzerland,Medium,8593.362214408933,Mutual Funds,69669.01,21209.11,771,125516.71,Housing,Find push PM role participant want provide.,Not itself sister record.,cd06e145-2689-466b-9547-2ac7550f9c2b,2020-12-31,7691.8,Credit,Misc,Credit Card,fc6db871-e20f-4572-93a3-3d64a6d16547,Bonds,38173.8,0.117,0.64
511256,69,45624.7728646413,Employed,Press sub,None,5,Barbados,High,10334.95358612436,Stocks,35469.24,8536.1,748,38439.77,Misc,Member reflect class mean.,General enough newspaper.,c0773de9-be2a-483e-9044-714baef6a22e,2020-04-06,7972.79,Transfer,Misc,Credit Card,52df14c5-8b27-4056-a6ca-0907980edf35,Cryptocurrency,44534.91,-0.112,0.32
421570,28,54430.230700085485,Self-employed,Microbiologist,High School,2,Honduras,High,12579.696088520497,Stocks,69290.14,40157.68,809,96281.53,Healthcare,Study factor common financial year.,Space because city close.,ca9fef43-8ef1-4c99-8f5e-7498c6d77268,2020-03-26,5142.32,Debit,Healthcare,Electronic,994189c3-459b-405e-ad4a-63a06ddd73d8,Cryptocurrency,18251.19,0.155,0.32
571413,62,84375.77467182594,Unemployed,Dispensing optician,High School,3,Dominica,Low,7354.736613268526,Stocks,38913.8,24359.67,746,143626.26,Entertainment,Me line tend newspaper color.,Just here prove.,ee4ca406-c34d-48cb-8196-09898d9b8452,2022-12-16,388.27,Debit,Food,Electronic,605f6f10-b59d-4519-8879-d11ec10ee605,Real Estate,49568.7,-0.175,0.27
479644,45,57839.696352589985,Employed,Historic buildings inspector/conservation officer,PhD,5,Saint Pierre and Miquelon,Medium,13971.323398109136,Mutual Funds,993.15,37449.67,366,22764.89,Healthcare,Job character focus it before.,Show describe miss million left series.,590b8b30-59f1-4943-b04c-8992f7fb1269,2021-01-06,267.43,Debit,Education,Credit Card,2202dc60-8ac4-4a15-a894-f376afcd8537,Real Estate,9435.25,-0.142,0.75
404013,39,70849.08075142902,Unemployed,Pensions consultant,Master,6,Kenya,High,11467.789660833147,Cryptocurrency,78307.24,27354.25,475,113663.86,Entertainment,Newspaper television anyone central.,Keep treatment effect single.,64c61681-966c-4f6b-83df-235a80deef1f,2022-04-13,9114.77,Credit,Misc,Credit Card,2b2705e2-303e-4f04-98bd-aa7a7756d43c,Cryptocurrency,24042.75,-0.127,0.59
806332,35,40646.40736184627,Self-employed,Building services engineer,None,2,Mexico,High,12332.149912167632,Real Estate,59712.86,19970.28,322,147014.15,Transportation,Sit full before experience.,With quality shake door.,b2ed17ec-3f92-4276-a1d4-69b19b89f3dd,2021-11-04,7925.51,Debit,Healthcare,Electronic,e496b32f-08cf-4609-a01f-53425bb25346,Cryptocurrency,14455.26,-0.088,0.18
879280,27,70841.86816525241,Retired,Writer,Bachelor,2,Sri Lanka,Low,9821.792588512582,Bonds,7780.87,14837.55,759,47762.08,Entertainment,Street enter follow camera likely.,Five defense six animal forward.,188d3064-4638-4afb-994f-16d1132f537c,2020-01-06,5538.88,Debit,Misc,Credit Card,b0bcbe91-4051-42c3-8680-9e91bfa7ccdd,Bonds,1335.58,0.177,0.63
468148,31,58925.21882670146,Unemployed,Fisheries officer,None,1,Canada,Medium,6327.042116009754,Cryptocurrency,66796.25,21773.97,358,78075.99,Education,Each create science science final artist professor.,Owner side gas reveal week fight there.,2b61fbba-1597-43a1-a50d-269b1c56434a,2021-09-23,1004.67,Transfer,Healthcare,Cash,89900316-0e71-4c33-beca-e97e68ac8259,Stocks,19934.33,-0.112,0.17
538648,66,84657.07513125672,Self-employed,Purchasing manager,Bachelor,6,Central African Republic,Low,5948.737814928095,Stocks,61651.24,14711.18,655,23395.71,Housing,Hit four care actually their international wrong interest.,Country thousand anything so same agent.,a4d91b20-989a-4ef1-8ee2-4a60ce334897,2020-12-02,3986.98,Debit,Housing,Check,0452e6bb-ae1c-465a-be4d-e39963c938f7,Cryptocurrency,22874.13,0.123,0.48
458005,39,62611.41204714514,Student,Chief Strategy Officer,College,6,Benin,Low,11002.845986154714,Real Estate,32373.26,46098.51,788,128353.52,Misc,News actually think possible against these goal.,Performance very hit development nor much government.,c37a090e-9934-4827-9d2f-ff1c9c449cd6,2020-06-20,7634.68,Debit,Housing,Cash,f6859ffb-49a5-4833-946f-cfb3607e4056,Bonds,26529.96,-0.1,0.71
583744,24,51029.779486023974,Retired,Ergonomist,Master,4,South Georgia and the South Sandwich Islands,Low,10308.399249239857,Mutual Funds,98636.79,33834.16,451,40936.29,Food,Leave blue free both health effort wife same.,Debate entire now.,645af2f3-36fe-4759-8b78-f50c96cc62d6,2020-05-17,900.72,Debit,Entertainment,Credit Card,20294207-0796-49b2-a017-f92134802b14,Mutual Funds,40655.45,0.18,0.43
257137,23,62752.82329606507,Student,Claims inspector/assessor,College,4,Somalia,Low,12144.082501652865,Bonds,93896.91,26124.01,365,74330.93,Housing,Instead must defense expert.,Decade soon than operation hope.,8831e5a1-aca9-4541-9508-61f545d7e782,2024-04-01,1619.58,Transfer,Entertainment,Electronic,fa35022a-1b4a-485c-a5df-c446f34970d8,Mutual Funds,40609.47,-0.054,0.66
636594,42,53409.84336487464,Retired,Historic buildings inspector/conservation officer,High School,5,Japan,High,13465.52803631572,Mutual Funds,74283.63,30755.02,662,33189.96,Healthcare,Born site three nature.,Leave me whom while together center radio.,97dfce17-2352-4f31-838b-5abc3fe4dcc1,2022-10-05,5163.28,Credit,Healthcare,Credit Card,97924be5-81f9-4080-b1bd-f8fe40e53fa0,Cryptocurrency,42935.97,-0.043,1.0
692733,24,70713.3771453524,Retired,Lobbyist,High School,5,Cook Islands,Medium,10882.207776386125,ETFs,73671.93,18581.59,366,34296.04,Entertainment,Respond upon thousand field.,Give activity weight side others case girl.,51e0105c-2200-4e1a-b795-362836818836,2022-06-15,5444.18,Transfer,Education,Credit Card,2f7a2050-e863-4362-95f1-b4ece6e1ac04,Cryptocurrency,15267.34,0.172,0.6
928635,40,44451.89345179058,Employed,Medical laboratory scientific officer,Master,5,Philippines,Medium,8164.860804583388,Real Estate,31651.53,32511.04,582,40847.83,Misc,Listen nation theory Congress behavior.,Join size at although near commercial hair.,e1b7d190-bbfc-406b-9c17-f76315fca8ba,2023-11-30,5169.0,Transfer,Entertainment,Electronic,cb3911d0-6cb5-44be-929a-20b303aa7a4f,Real Estate,3817.0,-0.046,0.78
578063,40,44947.2886924639,Retired,Glass blower/designer,College,1,Lithuania,Low,10430.719415231873,Cryptocurrency,15050.63,7075.88,558,25034.17,Entertainment,Car already travel.,Person thus anyone find after.,50ebd8b9-9eea-43e9-9db3-e315f940aff9,2022-06-10,8123.55,Credit,Food,Cash,6170671e-de0e-4552-80c3-57d38cc6262e,Cryptocurrency,4493.26,-0.012,0.57
259069,56,69862.53328979053,Employed,Toxicologist,None,2,Sri Lanka,Low,12182.79902078834,Stocks,45865.91,26162.56,328,43427.9,Housing,Customer walk light fire west bad exactly.,Other grow commercial old four.,4e2ac225-88ec-4fcc-a73d-1f975e2c5a1a,2023-09-21,6702.27,Credit,Misc,Credit Card,15b72912-f7e2-440d-a36d-a3ad9badca0a,Stocks,19748.11,-0.036,0.23
274503,34,44107.19388698884,Unemployed,Police officer,College,4,Russian Federation,High,13095.771305025988,Mutual Funds,14748.66,10223.09,802,53189.19,Education,Check worker similar he industry.,Simple tax manager soldier group cultural.,856f12e1-53f4-421d-b7db-ec97e4a0dfee,2020-03-18,4478.16,Debit,Entertainment,Cash,dff95f5c-c3c9-4ccf-acec-6f8407ea958e,Stocks,13512.35,0.012,0.54
506219,69,75398.02299340068,Retired,"Administrator, education",Bachelor,3,Brazil,Low,10103.96853837704,Stocks,86430.13,30699.99,741,91149.26,Misc,Trial summer section purpose while.,Happy successful assume computer decide.,b650abf1-4b05-4711-9632-0c0e213a0f61,2020-11-01,1482.17,Credit,Misc,Electronic,c905ae0c-90b8-457b-92d8-0b90c4f36c8a,Mutual Funds,6219.06,0.005,0.09
816306,20,62912.32648044121,Unemployed,Forensic scientist,PhD,4,Russian Federation,Low,6359.985293854328,Real Estate,11360.69,35723.74,436,93960.29,Education,Anything green medical best whom security.,Build join economy quite.,6c48a9ee-10af-46d8-a46f-877607638ec9,2023-09-11,305.79,Transfer,Entertainment,Electronic,3cb047d0-b8dc-4648-b82c-1ddec7a37a60,Mutual Funds,9581.13,0.035,0.25
704624,64,38938.40718367943,Retired,Animal nutritionist,High School,2,Dominican Republic,High,9085.5177944758,Real Estate,96997.61,25968.99,705,64138.46,Food,Bar choice window enjoy national trial at.,Any thought thousand fly design near.,2fb26641-7b66-4be0-acef-cdc1fc9e0f7f,2022-09-18,7198.21,Credit,Food,Check,26861bff-84f5-4e31-951e-b926585bf76b,Real Estate,13577.7,-0.136,0.83
320293,47,50170.135602066955,Employed,"Editor, magazine features",None,2,Maldives,Medium,6770.179104377324,Bonds,40638.66,12561.97,520,39874.29,Misc,Help bit tax box for.,Receive military loss trade chair man.,ad1be34b-b243-4daf-a0c6-78f6f2d2aaac,2020-05-09,9742.04,Credit,Misc,Check,2f503e8f-4e8d-4913-98bd-c339dbf9f5ea,Real Estate,15824.29,-0.089,0.63
410423,52,48236.75540603527,Student,Mudlogger,High School,3,Timor-Leste,Medium,6004.039966748733,ETFs,52069.17,23144.01,762,24051.33,Food,Movement above second dog television half performance.,Manager know very suggest less first.,21818803-67bc-4060-80d8-5a91f5f34c12,2022-02-02,7043.33,Credit,Food,Credit Card,1611428b-74df-40f8-a92c-e77f8d412f95,ETFs,4366.84,0.121,0.54
631533,25,68883.60831193728,Retired,Solicitor,College,1,Barbados,Low,7586.282389089838,ETFs,367.69,46810.12,617,21479.6,Misc,Kind boy avoid offer executive responsibility surface.,Ten wide community news race consumer.,af57fd24-d627-4cb0-9cdc-285b6049d97c,2021-10-14,4635.09,Transfer,Food,Check,caaf7a3c-0a8e-459f-ab66-2d5ce564c105,ETFs,26102.32,-0.085,0.75
454264,42,67831.65816539669,Self-employed,Financial trader,Master,4,Guinea,Medium,10613.351579973978,Mutual Funds,45055.9,46353.98,611,109739.5,Healthcare,Protect those clear certainly lawyer argue they.,Subject between set hair.,402aaba0-0d9b-46c6-936b-5a8619d8d743,2020-12-26,1955.66,Credit,Misc,Cash,972cadb9-69b7-41f2-b8cb-4a3da1d82367,Stocks,30969.49,-0.053,0.61
381399,23,60153.403699273826,Student,Claims inspector/assessor,None,5,Cook Islands,Medium,11615.396365580145,Mutual Funds,83251.08,36006.51,638,71953.86,Transportation,Real listen tell upon couple.,Happen couple rule others yourself.,dad81bd7-cb78-40e9-8dbb-14e2a929b346,2021-05-29,425.46,Transfer,Healthcare,Credit Card,87864703-235d-436c-9955-decdfc89427a,ETFs,46714.72,-0.152,0.02
813346,53,52962.385998745594,Employed,Social worker,PhD,6,Turks and Caicos Islands,Medium,8738.232489368562,Cryptocurrency,12571.72,42619.81,538,113483.01,Healthcare,Organization method argue step realize account change.,Region minute news support staff read.,5750469d-bd1e-42ad-895e-e3bf780cb1da,2020-03-19,4530.18,Transfer,Food,Credit Card,f26d9456-83a0-4817-9112-f78dc38fe295,Real Estate,1241.98,-0.077,0.62
125930,36,47380.64031703923,Self-employed,Advertising art director,Master,1,Myanmar,High,8540.94365542228,Bonds,44932.87,6766.96,820,63826.57,Transportation,Test second I ago.,Check late phone most sign past.,104f82b3-6c01-4cc3-b756-883519363abe,2022-07-22,2465.78,Transfer,Misc,Check,4db8c19a-a6e2-481f-b777-ffae58fcff22,Bonds,40282.1,0.05,0.23
895042,58,49718.56450419691,Unemployed,"Librarian, public",PhD,5,Anguilla,Medium,9610.81401493599,Real Estate,96945.75,26218.92,716,96107.41,Misc,State hair generation myself structure them class physical.,Woman score total important.,ebe4c133-b71f-4d19-8f9e-c231d0731a2d,2021-11-03,4620.0,Credit,Healthcare,Electronic,1a111130-a588-42c3-a024-c51455c5e068,Stocks,41826.21,-0.074,0.79
313089,57,55161.42865001973,Employed,"Production designer, theatre/television/film",College,4,Madagascar,Low,9097.600432046871,Cryptocurrency,9744.61,41470.4,447,63222.77,Housing,Leave large firm.,House memory stock win say inside.,f52621c1-3ccc-46a8-bb9f-93a941e47fbf,2020-01-04,2292.66,Credit,Healthcare,Electronic,0bc246b4-90f6-46f1-90fc-8f601c83c70f,Real Estate,10877.96,0.183,0.13
